,time,open,close,high,low,volume
1248,10 11:30,0.74366,0.74354,0.74366,0.74354,0.09
1249,10 11:31,0.7436,0.74368,0.74368,0.74358,0.05
1250,10 11:32,0.74364,0.7436,0.74364,0.74355,0.12
1251,10 11:33,0.74354,0.74358,0.74358,0.74348,0.08
1252,10 11:34,0.74363,0.74363,0.74363,0.74363,0.01
1253,10 11:35,0.74368,0.74364,0.74368,0.74358,0.05
1254,10 11:36,0.74362,0.74368,0.74369,0.74358,0.05
1255,10 11:37,0.74366,0.74366,0.74366,0.74366,0.02
1256,10 11:38,0.74372,0.74361,0.74372,0.74361,0.07
1257,10 11:39,0.74365,0.74376,0.74376,0.7436,0.07
1258,10 11:40,0.74376,0.74378,0.74382,0.74376,0.06
1259,10 11:41,0.74375,0.74375,0.7438,0.74375,0.04
1260,10 11:42,0.7438,0.7438,0.7438,0.7438,0.01
1261,10 11:43,0.74374,0.74378,0.74378,0.7435,0.15
1262,10 11:44,0.74376,0.74386,0.74388,0.74376,0.07
1263,10 11:45,0.74392,0.74371,0.74392,0.74371,0.07
1264,10 11:46,0.74376,0.7438,0.74382,0.74374,0.05
1265,10 11:47,0.7438,0.7438,0.7438,0.74376,0.04
1266,10 11:48,0.74386,0.74381,0.74392,0.74381,0.05
1267,10 11:49,0.74384,0.74388,0.74396,0.74384,0.08
1268,10 11:50,0.74394,0.74388,0.74394,0.74382,0.07
1269,10 11:51,0.74386,0.74396,0.74396,0.74386,0.03
1270,10 11:52,0.74392,0.74397,0.74397,0.74392,0.02
1271,10 11:53,0.74394,0.74397,0.74397,0.74394,0.03
1272,10 11:54,0.744,0.74394,0.74404,0.74394,0.05
1273,10 11:55,0.7439,0.74382,0.7439,0.74382,0.03
1274,10 11:56,0.74379,0.74373,0.7438,0.74373,0.06
1275,10 11:57,0.74379,0.74364,0.74379,0.74364,0.05
1276,10 11:58,0.7437,0.74363,0.7437,0.74363,0.06
1277,10 11:59,0.74362,0.74362,0.74362,0.74362,0.01
1278,10 12:00,0.74358,0.74371,0.74371,0.74351,0.15
1279,10 12:01,0.74364,0.7437,0.74376,0.74358,0.1
1280,10 12:02,0.74374,0.74364,0.74374,0.74364,0.04
1281,10 12:03,0.7437,0.74374,0.74376,0.74364,0.09
1282,10 12:04,0.7438,0.74372,0.7438,0.74372,0.05
1283,10 12:05,0.74376,0.7438,0.74386,0.74374,0.13
1284,10 12:06,0.74386,0.74393,0.74393,0.74382,0.05
1285,10 12:07,0.74398,0.74424,0.74424,0.74398,0.09
1286,10 12:08,0.7442,0.74404,0.74422,0.74404,0.11
1287,10 12:09,0.7441,0.7441,0.7441,0.7441,0.01
1288,10 12:10,0.74416,0.74406,0.74416,0.74406,0.04
1289,10 12:11,0.74412,0.74412,0.74412,0.74404,0.06
1290,10 12:12,0.7441,0.74414,0.74414,0.74408,0.03
1291,10 12:13,0.7442,0.74424,0.74426,0.7442,0.03
1292,10 12:14,0.74424,0.7442,0.74424,0.74415,0.07
1293,10 12:15,0.74426,0.74426,0.74426,0.74426,0.01
1294,10 12:16,0.74432,0.74422,0.74432,0.74422,0.04
1295,10 12:17,0.74419,0.74412,0.74419,0.74412,0.03
1296,10 12:18,0.74416,0.74422,0.74422,0.74416,0.03
1297,10 12:19,0.74426,0.74436,0.74436,0.74426,0.04
1298,10 12:20,0.7444,0.74455,0.74455,0.7444,0.12
1299,10 12:21,0.74455,0.74444,0.74455,0.74444,0.08
1300,10 12:22,0.7444,0.74432,0.7444,0.74432,0.03
1301,10 12:23,0.74436,0.74417,0.74439,0.74417,0.1
1302,10 12:24,0.74418,0.74411,0.74418,0.74406,0.1
1303,10 12:25,0.74406,0.74388,0.74406,0.74388,0.08
1304,10 12:26,0.74392,0.74378,0.74392,0.74378,0.11
1305,10 12:27,0.74384,0.74382,0.7439,0.74382,0.13
1306,10 12:28,0.7438,0.74392,0.74392,0.7438,0.08
1307,10 12:29,0.74392,0.7439,0.74392,0.74383,0.09
1308,10 12:30,0.74395,0.74384,0.74395,0.7438,0.09
1309,10 12:31,0.74378,0.74384,0.74388,0.74364,0.17
1310,10 12:32,0.74379,0.74406,0.74406,0.74379,0.14
1311,10 12:33,0.74402,0.74404,0.74404,0.74393,0.09
1312,10 12:34,0.7441,0.74412,0.74422,0.74406,0.13
1313,10 12:35,0.74418,0.74416,0.74418,0.7441,0.06
1314,10 12:36,0.74422,0.74434,0.74434,0.74422,0.04
1315,10 12:37,0.7444,0.74444,0.74448,0.7444,0.04
1316,10 12:38,0.74445,0.74441,0.74452,0.7444,0.06
1317,10 12:39,0.74442,0.74444,0.74447,0.74442,0.06
1318,10 12:40,0.74438,0.74452,0.74458,0.74432,0.1
1319,10 12:41,0.74456,0.74464,0.74468,0.74456,0.05
1320,10 12:42,0.74468,0.74499,0.74499,0.74468,0.13
1321,10 12:43,0.74495,0.74488,0.74495,0.74483,0.07
1322,10 12:44,0.74482,0.74496,0.74496,0.74482,0.07
1323,10 12:45,0.74501,0.74505,0.7451,0.74501,0.05
1324,10 12:46,0.74508,0.74514,0.7452,0.74508,0.08
1325,10 12:47,0.74509,0.74502,0.74509,0.74498,0.04
1326,10 12:48,0.74496,0.74492,0.74496,0.74488,0.06
1327,10 12:49,0.74496,0.74488,0.745,0.74488,0.05
1328,10 12:50,0.7449,0.7449,0.7449,0.7449,0.04
1329,10 12:51,0.7449,0.74492,0.74492,0.74478,0.1
1330,10 12:52,0.74496,0.74517,0.74517,0.74496,0.08
1331,10 12:53,0.74517,0.7452,0.7452,0.74515,0.06
1332,10 12:54,0.74516,0.74508,0.74516,0.74508,0.04
1333,10 12:55,0.7451,0.74524,0.7453,0.7451,0.11
1334,10 12:56,0.7452,0.74513,0.7452,0.74513,0.03
1335,10 12:58,0.7451,0.745,0.7451,0.745,0.03
1336,10 12:59,0.74504,0.74505,0.7451,0.74504,0.04
1337,10 13:00,0.74509,0.7449,0.74509,0.7449,0.06
1338,10 13:01,0.74496,0.74482,0.74501,0.74482,0.09
1339,10 13:02,0.74478,0.74479,0.74479,0.74472,0.05
1340,10 13:03,0.74474,0.74474,0.74474,0.74474,0.01
1341,10 13:04,0.74475,0.74477,0.74477,0.74475,0.02
1342,10 13:05,0.7448,0.74498,0.74498,0.7448,0.05
1343,10 13:06,0.74504,0.7451,0.7451,0.74504,0.02
1344,10 13:07,0.74515,0.74534,0.7454,0.74514,0.13
1345,10 13:08,0.74534,0.74532,0.74537,0.74532,0.06
1346,10 13:09,0.74534,0.74536,0.7454,0.7453,0.12
1347,10 13:10,0.74532,0.74532,0.7454,0.74532,0.11
1348,10 13:11,0.74528,0.74529,0.7453,0.74524,0.04
1349,10 13:13,0.74525,0.74522,0.74525,0.74522,0.02
1350,10 13:14,0.74526,0.74522,0.74529,0.74522,0.03
1351,10 13:15,0.74517,0.74519,0.74519,0.7451,0.08
1352,10 13:16,0.74514,0.74518,0.74518,0.74514,0.03
1353,10 13:17,0.74512,0.74508,0.74512,0.74504,0.1
1354,10 13:18,0.74502,0.7451,0.7451,0.74502,0.04
1355,10 13:20,0.74504,0.74499,0.74504,0.74499,0.02
1356,10 13:21,0.74493,0.7451,0.7451,0.74487,0.09
1357,10 13:22,0.74504,0.7452,0.7452,0.74504,0.07
1358,10 13:23,0.74515,0.74519,0.74519,0.74515,0.02
1359,10 13:24,0.74516,0.7451,0.74516,0.74506,0.05
1360,10 13:25,0.74506,0.74512,0.74512,0.74502,0.04
1361,10 13:26,0.74518,0.74514,0.74518,0.74514,0.02
1362,10 13:27,0.7452,0.74519,0.7452,0.74519,0.02
1363,10 13:28,0.74518,0.74536,0.74536,0.74514,0.06
1364,10 13:29,0.7453,0.74538,0.74539,0.74524,0.08
1365,10 13:30,0.74543,0.74546,0.74548,0.74543,0.04
1366,10 13:31,0.74546,0.74534,0.74546,0.74534,0.04
1367,10 13:32,0.74529,0.74526,0.74532,0.74512,0.12
1368,10 13:33,0.74527,0.74516,0.74527,0.74516,0.04
1369,10 13:34,0.7451,0.74516,0.74516,0.74504,0.12
1370,10 13:35,0.7452,0.74516,0.74526,0.74516,0.04
1371,10 13:36,0.74517,0.74519,0.74525,0.74517,0.05
1372,10 13:37,0.74513,0.74512,0.74513,0.74502,0.06
1373,10 13:38,0.74509,0.74498,0.74509,0.74498,0.09
1374,10 13:39,0.74492,0.74502,0.74502,0.7449,0.12
1375,10 13:40,0.74506,0.74512,0.74512,0.745,0.1
1376,10 13:41,0.74507,0.74514,0.74514,0.74502,0.05
1377,10 13:42,0.74508,0.74502,0.74508,0.74502,0.02
1378,10 13:43,0.74506,0.74508,0.7451,0.74504,0.04
1379,10 13:44,0.74504,0.74505,0.7451,0.74504,0.05
1380,10 13:45,0.74511,0.74496,0.74511,0.74496,0.06
1381,10 13:46,0.7449,0.74485,0.7449,0.74481,0.09
1382,10 13:47,0.74481,0.74483,0.74483,0.74478,0.03
1383,10 13:48,0.74486,0.74494,0.74495,0.74486,0.1
1384,10 13:49,0.74498,0.745,0.745,0.74496,0.07
1385,10 13:51,0.74504,0.74511,0.74511,0.74504,0.03
1386,10 13:52,0.74514,0.74511,0.74514,0.74511,0.02
1387,10 13:53,0.74516,0.74538,0.74538,0.74516,0.05
1388,10 13:54,0.74538,0.7453,0.74542,0.74524,0.14
1389,10 13:55,0.74527,0.74536,0.74536,0.74527,0.04
1390,10 13:56,0.7454,0.74537,0.7454,0.74528,0.07
1391,10 13:57,0.74534,0.74527,0.74534,0.74527,0.03
1392,10 13:58,0.74527,0.74516,0.74527,0.74516,0.04
1393,10 13:59,0.7452,0.74522,0.74527,0.7452,0.04
1394,10 14:00,0.74526,0.74521,0.74531,0.7452,0.1
1395,10 14:01,0.74515,0.745,0.74515,0.74497,0.11
1396,10 14:02,0.74494,0.745,0.745,0.74488,0.13
1397,10 14:03,0.74496,0.74496,0.74496,0.74496,0.01
1398,10 14:04,0.7449,0.74494,0.74496,0.74486,0.1
1399,10 14:05,0.74488,0.74494,0.74494,0.74488,0.04
1400,10 14:06,0.74489,0.7452,0.7452,0.74489,0.15
1401,10 14:07,0.74523,0.74536,0.74538,0.74523,0.1
1402,10 14:08,0.74538,0.74546,0.74547,0.74538,0.06
1403,10 14:09,0.7455,0.74545,0.74553,0.74542,0.08
1404,10 14:10,0.74546,0.74547,0.74548,0.74542,0.14
1405,10 14:11,0.74542,0.74558,0.74561,0.74542,0.11
1406,10 14:12,0.74554,0.74558,0.74562,0.74551,0.09
1407,10 14:13,0.74556,0.74558,0.74558,0.74552,0.03
1408,10 14:14,0.74564,0.74558,0.74564,0.74553,0.06
1409,10 14:15,0.74554,0.74562,0.74562,0.74554,0.04
1410,10 14:16,0.74558,0.74554,0.7456,0.74552,0.11
1411,10 14:17,0.74557,0.74552,0.74563,0.74552,0.09
1412,10 14:19,0.74556,0.7456,0.74561,0.74552,0.13
1413,10 14:21,0.74564,0.74571,0.74571,0.74564,0.03
1414,10 14:22,0.74568,0.74554,0.7457,0.74554,0.07
1415,10 14:23,0.74551,0.74552,0.74556,0.74551,0.03
1416,10 14:24,0.74549,0.74538,0.74549,0.74538,0.05
1417,10 14:25,0.74542,0.74546,0.74552,0.74542,0.11
1418,10 14:26,0.74552,0.74545,0.74552,0.74544,0.07
1419,10 14:27,0.74542,0.74546,0.74552,0.74542,0.09
1420,10 14:28,0.74552,0.74552,0.74552,0.74552,0.01
1421,10 14:29,0.74552,0.74552,0.74556,0.7454,0.1
1422,10 14:30,0.74549,0.74542,0.74551,0.74542,0.08
1423,10 14:31,0.74539,0.74547,0.74547,0.74533,0.08
1424,10 14:32,0.74542,0.74528,0.74542,0.74528,0.08
1425,10 14:33,0.74528,0.74529,0.74534,0.74516,0.11
1426,10 14:34,0.74523,0.74526,0.74529,0.74521,0.06
1427,10 14:35,0.74526,0.74524,0.74526,0.74524,0.03
1428,10 14:36,0.74526,0.7452,0.74529,0.74519,0.08
1429,10 14:37,0.74521,0.74528,0.74528,0.74521,0.03
1430,10 14:38,0.74532,0.74534,0.74534,0.74526,0.06
1431,10 14:39,0.7454,0.74536,0.7454,0.74536,0.04
1432,10 14:41,0.74536,0.74524,0.74536,0.74523,0.07
1433,10 14:42,0.74528,0.74538,0.74538,0.74528,0.04
1434,10 14:43,0.74542,0.74556,0.74556,0.74542,0.05
1435,10 14:44,0.74562,0.74576,0.74578,0.74562,0.14
1436,10 14:45,0.74582,0.74568,0.74582,0.74568,0.11
1437,10 14:46,0.74562,0.74562,0.74562,0.74552,0.06
1438,10 14:47,0.74568,0.7458,0.74584,0.74566,0.17
1439,10 14:48,0.74577,0.74574,0.74583,0.74574,0.15
1440,10 14:49,0.74573,0.74582,0.74584,0.74573,0.05
1441,10 14:50,0.74578,0.74578,0.74592,0.74576,0.13
1442,10 14:51,0.74578,0.74582,0.74588,0.74578,0.06
1443,10 14:52,0.74576,0.74597,0.74602,0.74576,0.16
1444,10 14:53,0.74598,0.74607,0.74607,0.74594,0.11
1445,10 14:54,0.74604,0.74624,0.74624,0.74604,0.09
1446,10 14:55,0.74628,0.74623,0.74631,0.74616,0.09
1447,10 14:56,0.74629,0.74644,0.7465,0.74626,0.1
1448,10 14:57,0.7464,0.7463,0.7464,0.74616,0.15
1449,10 14:58,0.74626,0.74639,0.74639,0.74622,0.1
1450,10 14:59,0.74638,0.74646,0.74646,0.74634,0.09
1451,10 15:00,0.7464,0.74624,0.74641,0.7462,0.21
1452,10 15:01,0.7463,0.74623,0.74634,0.74623,0.12
1453,10 15:02,0.7462,0.74612,0.7462,0.74612,0.03
1454,10 15:03,0.74609,0.74598,0.74609,0.74598,0.03
1455,10 15:04,0.746,0.74614,0.74614,0.74597,0.12
1456,10 15:05,0.74614,0.74612,0.74614,0.74612,0.03
1457,10 15:06,0.74616,0.7461,0.74616,0.7461,0.06
1458,10 15:07,0.74612,0.74607,0.74618,0.74606,0.08
1459,10 15:08,0.7461,0.74612,0.74612,0.74607,0.03
1460,10 15:09,0.74616,0.74626,0.74626,0.74616,0.04
1461,10 15:10,0.7462,0.74604,0.7462,0.74604,0.06
1462,10 15:11,0.746,0.74598,0.74606,0.74596,0.09
1463,10 15:12,0.74602,0.74608,0.74614,0.74586,0.23
1464,10 15:13,0.74604,0.74622,0.74622,0.74604,0.04
1465,10 15:14,0.74618,0.74613,0.74618,0.74613,0.02
1466,10 15:15,0.74608,0.74608,0.74608,0.74608,0.02
1467,10 15:16,0.74609,0.7461,0.74613,0.74598,0.15
1468,10 15:17,0.74609,0.74612,0.7462,0.74608,0.09
1469,10 15:18,0.74614,0.74624,0.74624,0.74614,0.03
1470,10 15:19,0.74629,0.74624,0.74629,0.74624,0.05
1471,10 15:20,0.74623,0.74624,0.74624,0.74619,0.03
1472,10 15:21,0.74624,0.74624,0.74624,0.74624,0.01
1473,10 15:22,0.7462,0.74626,0.74626,0.7462,0.02
1474,10 15:23,0.74632,0.74632,0.74632,0.74626,0.05
1475,10 15:24,0.74631,0.7463,0.74631,0.74624,0.05
1476,10 15:25,0.74634,0.7462,0.74634,0.74612,0.11
1477,10 15:26,0.74615,0.7462,0.7462,0.74615,0.04
1478,10 15:27,0.74624,0.74633,0.74638,0.74624,0.06
1479,10 15:28,0.74637,0.74639,0.74644,0.74637,0.04
1480,10 15:29,0.74642,0.74643,0.74648,0.74642,0.04
1481,10 15:30,0.74648,0.74644,0.74648,0.74644,0.05
1482,10 15:31,0.74638,0.74636,0.74642,0.74636,0.04
1483,10 15:32,0.74638,0.74632,0.74638,0.74632,0.02
1484,10 15:33,0.74634,0.74634,0.74641,0.74634,0.05
1485,10 15:34,0.7464,0.74641,0.74645,0.7464,0.03
1486,10 15:35,0.74646,0.74639,0.74646,0.74639,0.03
1487,10 15:36,0.74644,0.74644,0.74644,0.74644,0.01
1488,10 15:37,0.7465,0.74648,0.7465,0.74642,0.04
1489,10 15:38,0.74654,0.74658,0.74658,0.74654,0.02
1490,10 15:39,0.74652,0.74649,0.74655,0.74649,0.05
1491,10 15:40,0.74655,0.74654,0.74655,0.74654,0.03
1492,10 15:41,0.74657,0.74652,0.74657,0.74651,0.03
1493,10 15:42,0.74652,0.74671,0.74673,0.74652,0.09
1494,10 15:43,0.74666,0.74678,0.74678,0.7466,0.07
1495,10 15:44,0.74674,0.74674,0.74684,0.74673,0.14
1496,10 15:45,0.74668,0.7467,0.7467,0.74663,0.04
1497,10 15:46,0.74664,0.74642,0.74664,0.74642,0.11
1498,10 15:47,0.74643,0.74656,0.74662,0.74643,0.12
1499,10 15:48,0.74656,0.74652,0.74668,0.74652,0.13
1500,10 15:49,0.74646,0.7464,0.74648,0.74638,0.09
1501,10 15:50,0.74644,0.7464,0.74647,0.7464,0.08
1502,10 15:51,0.74644,0.74646,0.74651,0.74642,0.07
1503,10 15:52,0.74646,0.74642,0.74648,0.74642,0.04
1504,10 15:53,0.74644,0.7465,0.74655,0.74644,0.07
1505,10 15:54,0.74652,0.74642,0.74656,0.74642,0.07
1506,10 15:55,0.74646,0.74646,0.74651,0.74646,0.04
1507,10 15:56,0.74642,0.74642,0.74642,0.74642,0.01
1508,10 15:57,0.74648,0.7465,0.7465,0.7464,0.06
1509,10 15:58,0.7465,0.74651,0.74654,0.74649,0.07
1510,10 15:59,0.74648,0.74632,0.74648,0.74632,0.05
1511,10 16:00,0.74627,0.74629,0.7463,0.74622,0.09
1512,10 16:01,0.74624,0.74612,0.74626,0.74612,0.08
1513,10 16:02,0.74606,0.74602,0.74608,0.74602,0.04
1514,10 16:03,0.74596,0.746,0.7461,0.74596,0.08
1515,10 16:04,0.746,0.74606,0.74606,0.746,0.07
1516,10 16:05,0.7461,0.7461,0.74616,0.7461,0.05
1517,10 16:06,0.74613,0.74611,0.74617,0.74611,0.03
1518,10 16:07,0.74605,0.74607,0.74607,0.74605,0.03
1519,10 16:08,0.74608,0.7461,0.74614,0.74608,0.04
1520,10 16:09,0.74614,0.7462,0.7462,0.74614,0.03
1521,10 16:10,0.74615,0.74626,0.74631,0.74615,0.12
1522,10 16:11,0.7463,0.74624,0.7463,0.74624,0.02
1523,10 16:12,0.74618,0.74612,0.74618,0.74612,0.02
1524,10 16:13,0.74613,0.74623,0.74628,0.74613,0.07
1525,10 16:14,0.74618,0.74618,0.74618,0.74618,0.01
1526,10 16:15,0.74619,0.7463,0.7463,0.74619,0.06
1527,10 16:16,0.74626,0.74632,0.74632,0.74626,0.02
1528,10 16:17,0.74631,0.74625,0.74631,0.74625,0.03
1529,10 16:18,0.7463,0.7463,0.7463,0.7463,0.02
1530,10 16:19,0.74635,0.74638,0.74647,0.74635,0.09
1531,10 16:20,0.74634,0.74637,0.74642,0.74634,0.08
1532,10 16:21,0.74632,0.74613,0.74639,0.74613,0.17
1533,10 16:22,0.74618,0.74621,0.74631,0.74618,0.08
1534,10 16:23,0.74617,0.74616,0.7462,0.74613,0.05
1535,10 16:24,0.74612,0.74612,0.74618,0.74612,0.06
1536,10 16:25,0.74614,0.74608,0.74618,0.74601,0.07
1537,10 16:26,0.74612,0.74619,0.74619,0.74612,0.03
1538,10 16:27,0.74622,0.74638,0.74638,0.74622,0.08
1539,10 16:28,0.74642,0.74644,0.74646,0.7464,0.07
1540,10 16:29,0.74648,0.74638,0.74648,0.74638,0.04
1541,10 16:30,0.74632,0.74634,0.7464,0.74632,0.04
1542,10 16:32,0.74631,0.74631,0.74631,0.74631,0.01
1543,10 16:33,0.74626,0.74626,0.74626,0.74626,0.02
1544,10 16:35,0.74628,0.74628,0.74628,0.74628,0.01
1545,10 16:37,0.74622,0.74625,0.74629,0.74622,0.05
1546,10 16:38,0.7462,0.7462,0.7462,0.7462,0.02
1547,10 16:40,0.74626,0.74628,0.7463,0.74624,0.05
1548,10 16:41,0.74626,0.7462,0.74626,0.7462,0.05
1549,10 16:42,0.74614,0.74614,0.74614,0.74614,0.01
1550,10 16:43,0.74608,0.74612,0.74617,0.74608,0.08
1551,10 16:44,0.74606,0.74604,0.74606,0.746,0.03
1552,10 16:45,0.74608,0.74611,0.74612,0.74606,0.06
1553,10 16:47,0.74616,0.74602,0.74622,0.74602,0.09
1554,10 16:48,0.74598,0.74603,0.74604,0.74598,0.04
1555,10 16:49,0.74606,0.746,0.7461,0.746,0.08
1556,10 16:50,0.74597,0.74613,0.74613,0.74597,0.05
1557,10 16:51,0.74618,0.74624,0.74624,0.74615,0.07
1558,10 16:52,0.74622,0.74616,0.74622,0.74616,0.08
1559,10 16:53,0.74615,0.74616,0.74617,0.74611,0.04
1560,10 16:54,0.74613,0.7462,0.7462,0.74613,0.03
1561,10 16:55,0.74615,0.74612,0.74618,0.74612,0.05
1562,10 16:56,0.74607,0.74608,0.74608,0.74607,0.02
1563,10 16:57,0.74602,0.7461,0.7461,0.74602,0.07
1564,10 16:58,0.74614,0.74608,0.74614,0.74608,0.02
1565,10 16:59,0.74602,0.74604,0.74614,0.74602,0.11
1566,10 17:00,0.74604,0.7462,0.74624,0.74604,0.15
1567,10 17:01,0.74616,0.74614,0.74618,0.74614,0.04
1568,10 17:02,0.74616,0.74612,0.74617,0.74605,0.06
1569,10 17:04,0.74618,0.74614,0.74618,0.74614,0.02
1570,10 17:05,0.7461,0.74608,0.74612,0.74606,0.05
1571,10 17:06,0.74614,0.7461,0.74614,0.7461,0.07
1572,10 17:07,0.74616,0.74616,0.74616,0.74616,0.01
1573,10 17:09,0.74614,0.74604,0.74614,0.74604,0.09
1574,10 17:10,0.74602,0.74605,0.74606,0.74602,0.04
1575,10 17:11,0.74602,0.74598,0.74602,0.74596,0.05
1576,10 17:12,0.74598,0.74606,0.74607,0.74592,0.1
1577,10 17:13,0.74613,0.74622,0.74624,0.74613,0.1
1578,10 17:14,0.74627,0.74623,0.74627,0.74623,0.02
1579,10 17:15,0.74619,0.7461,0.74622,0.7461,0.04
1580,10 17:16,0.74614,0.74602,0.74614,0.74602,0.03
1581,10 17:17,0.74596,0.74592,0.746,0.74592,0.09
1582,10 17:18,0.74592,0.74602,0.74602,0.74592,0.13
1583,10 17:19,0.74604,0.74622,0.74624,0.74604,0.29
1584,10 17:20,0.74616,0.74614,0.74618,0.74612,0.08
1585,10 17:21,0.7461,0.7461,0.7461,0.7461,0.01
1586,10 17:22,0.74606,0.74598,0.74606,0.74592,0.06
1587,10 17:23,0.74596,0.746,0.746,0.74593,0.04
1588,10 17:24,0.74604,0.74592,0.74604,0.74592,0.03
1589,10 17:25,0.74596,0.74596,0.74596,0.74596,0.01
1590,10 17:26,0.7459,0.7459,0.7459,0.7459,0.01
1591,10 17:27,0.74591,0.74594,0.74594,0.74591,0.02
1592,10 17:28,0.746,0.74604,0.74606,0.746,0.03
1593,10 17:29,0.74603,0.74594,0.74603,0.74594,0.04
1594,10 17:30,0.746,0.74604,0.74606,0.74598,0.06
1595,10 17:31,0.74602,0.74602,0.74602,0.74597,0.05
1596,10 17:32,0.74608,0.74608,0.74608,0.74608,0.01
1597,10 17:33,0.74607,0.74606,0.74607,0.74606,0.02
1598,10 17:34,0.74612,0.74608,0.74612,0.74608,0.02
1599,10 17:35,0.74604,0.74606,0.74606,0.746,0.03
1600,10 17:36,0.74612,0.74625,0.74626,0.74612,0.15
1601,10 17:37,0.74624,0.74628,0.7463,0.74624,0.05
1602,10 17:38,0.74628,0.74624,0.74628,0.74624,0.03
1603,10 17:39,0.7463,0.7463,0.74634,0.74628,0.07
1604,10 17:40,0.7463,0.74629,0.7464,0.74628,0.09
1605,10 17:41,0.74626,0.74626,0.74626,0.74626,0.01
1606,10 17:42,0.74622,0.74622,0.74622,0.74622,0.01
1607,10 17:44,0.74627,0.74632,0.74632,0.74627,0.02
1608,10 17:45,0.7463,0.74624,0.7463,0.74612,0.08
1609,10 17:46,0.74622,0.7462,0.74622,0.7462,0.03
1610,10 17:47,0.74626,0.74612,0.74626,0.7461,0.09
1611,10 17:48,0.7461,0.74611,0.74611,0.74606,0.04
1612,10 17:49,0.7461,0.7461,0.7461,0.74603,0.04
1613,10 17:50,0.74616,0.74616,0.74616,0.74616,0.01
1614,10 17:51,0.74621,0.7462,0.74626,0.7462,0.04
1615,10 17:52,0.74625,0.7463,0.7463,0.74625,0.02
1616,10 17:53,0.74626,0.74632,0.74632,0.74626,0.02
1617,10 17:54,0.74638,0.74648,0.7465,0.74638,0.05
1618,10 17:55,0.74646,0.74647,0.74651,0.74644,0.07
1619,10 17:56,0.74643,0.74642,0.7465,0.74642,0.08
1620,10 17:57,0.74648,0.74643,0.7465,0.74643,0.05
1621,10 17:58,0.74648,0.74648,0.74648,0.74648,0.01
1622,10 17:59,0.74648,0.74644,0.74652,0.74644,0.06
1623,10 18:00,0.74649,0.74649,0.74649,0.74649,0.01
1624,10 18:01,0.74654,0.74654,0.74654,0.74654,0.01
1625,10 18:02,0.7466,0.74656,0.74666,0.74656,0.06
1626,10 18:03,0.74653,0.74653,0.74653,0.74653,0.01
1627,10 18:04,0.74656,0.74654,0.74659,0.74654,0.03
1628,10 18:05,0.74658,0.74674,0.74676,0.74658,0.08
1629,10 18:06,0.74672,0.74672,0.74672,0.74672,0.01
1630,10 18:07,0.7467,0.7467,0.7467,0.7467,0.01
1631,10 18:08,0.74666,0.74664,0.74666,0.74664,0.02
1632,10 18:09,0.74669,0.74663,0.74669,0.74663,0.04
1633,10 18:10,0.7466,0.7466,0.7466,0.7466,0.01
1634,10 18:11,0.74656,0.74638,0.74656,0.74638,0.06
1635,10 18:13,0.74633,0.74635,0.74635,0.74633,0.03
1636,10 18:14,0.7463,0.7463,0.7463,0.7463,0.01
1637,10 18:15,0.7463,0.7463,0.74635,0.7463,0.04
1638,10 18:19,0.7463,0.74628,0.74632,0.74628,0.04
1639,10 18:20,0.74632,0.74632,0.74632,0.74632,0.01
1640,10 18:21,0.74626,0.74624,0.74626,0.74621,0.04
1641,10 18:22,0.74618,0.74614,0.74621,0.74614,0.04
1642,10 18:23,0.74618,0.74612,0.74618,0.74611,0.04
1643,10 18:24,0.74612,0.74616,0.74616,0.7461,0.07
1644,10 18:25,0.74617,0.7462,0.7462,0.74617,0.02
1645,10 18:26,0.74624,0.74631,0.74636,0.74624,0.09
1646,10 18:27,0.74634,0.7465,0.7465,0.74634,0.05
1647,10 18:28,0.74656,0.74654,0.74656,0.74654,0.02
1648,10 18:29,0.74652,0.74644,0.74652,0.74644,0.04
1649,10 18:30,0.74649,0.74641,0.74652,0.74641,0.09
1650,10 18:31,0.74637,0.74634,0.74637,0.74634,0.02
1651,10 18:32,0.74639,0.74639,0.74639,0.74639,0.01
1652,10 18:33,0.74644,0.74662,0.74662,0.74644,0.04
1653,10 18:34,0.74668,0.74673,0.74673,0.74668,0.02
1654,10 18:35,0.74669,0.74671,0.74671,0.74665,0.03
1655,10 18:36,0.7467,0.74666,0.7467,0.7466,0.06
1656,10 18:37,0.74666,0.7466,0.74666,0.74654,0.08
1657,10 18:38,0.74658,0.7465,0.74662,0.7465,0.14
1658,10 18:39,0.74656,0.74654,0.74662,0.74654,0.04
1659,10 18:40,0.7466,0.7466,0.7466,0.7466,0.01
1660,10 18:41,0.74659,0.74664,0.74664,0.74659,0.02
1661,10 18:42,0.7466,0.7466,0.7466,0.7466,0.01
1662,10 18:43,0.74656,0.74663,0.74663,0.74656,0.03
1663,10 18:44,0.74662,0.7465,0.74662,0.7465,0.11
1664,10 18:47,0.74653,0.74652,0.74653,0.74648,0.04
1665,10 18:49,0.74658,0.74652,0.74658,0.74652,0.07
1666,10 18:50,0.74652,0.74652,0.74652,0.74652,0.01
1667,10 18:51,0.74657,0.74661,0.74661,0.74655,0.04
1668,10 18:52,0.7466,0.74652,0.7466,0.74652,0.05
1669,10 18:54,0.74651,0.74648,0.74651,0.74648,0.02
1670,10 18:56,0.74654,0.7466,0.7466,0.74654,0.02
1671,10 18:58,0.74664,0.74665,0.7467,0.74664,0.04
